label,h1_x0,h1_y0,h1_x1,h1_y1,h1_x2,h1_y2,h1_x3,h1_y3,h1_x4,h1_y4,h1_x5,h1_y5,h1_x6,h1_y6,h1_x7,h1_y7,h1_x8,h1_y8,h1_x9,h1_y9,h1_x10,h1_y10,h1_x11,h1_y11,h1_x12,h1_y12,h1_x13,h1_y13,h1_x14,h1_y14,h1_x15,h1_y15,h1_x16,h1_y16,h1_x17,h1_y17,h1_x18,h1_y18,h1_x19,h1_y19,h1_x20,h1_y20,h2_x0,h2_y0,h2_x1,h2_y1,h2_x2,h2_y2,h2_x3,h2_y3,h2_x4,h2_y4,h2_x5,h2_y5,h2_x6,h2_y6,h2_x7,h2_y7,h2_x8,h2_y8,h2_x9,h2_y9,h2_x10,h2_y10,h2_x11,h2_y11,h2_x12,h2_y12,h2_x13,h2_y13,h2_x14,h2_y14,h2_x15,h2_y15,h2_x16,h2_y16,h2_x17,h2_y17,h2_x18,h2_y18,h2_x19,h2_y19,h2_x20,h2_y20
Hello,0.25263157894736843,1.0,0.5026315789473684,0.9322709163346613,0.6973684210526315,0.7948207171314741,0.8447368421052631,0.6573705179282868,1.0,0.5697211155378487,0.6,0.5099601593625498,0.6736842105263158,0.32270916334661354,0.7078947368421052,0.20318725099601595,0.7315789473684211,0.099601593625498,0.4421052631578947,0.4701195219123506,0.48947368421052634,0.2549800796812749,0.5157894736842106,0.11952191235059761,0.5394736842105263,0.0,0.28157894736842104,0.4800796812749004,0.2868421052631579,0.28087649402390436,0.29210526315789476,0.15737051792828685,0.3078947368421053,0.05179282868525897,0.12105263157894737,0.5298804780876494,0.05526315789473684,0.38247011952191234,0.018421052631578946,0.2788844621513944,0.0,0.17729083665338646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.16224188790560473,1.0,0.4336283185840708,0.9399141630901288,0.6607669616519174,0.8111587982832618,0.8348082595870207,0.6866952789699571,1.0,0.6094420600858369,0.5958702064896755,0.5064377682403434,0.7020648967551623,0.3240343347639485,0.7522123893805309,0.2145922746781116,0.799410029498525,0.11587982832618025,0.4306784660766962,0.45493562231759654,0.5132743362831859,0.23819742489270387,0.5722713864306784,0.10944206008583691,0.6283185840707964,0.0,0.26253687315634217,0.4592274678111588,0.2920353982300885,0.2553648068669528,0.3185840707964602,0.12660944206008584,0.35398230088495575,0.015021459227467811,0.08849557522123894,0.5064377682403434,0.035398230088495575,0.34763948497854075,0.0058997050147492625,0.23819742489270387,0.0,0.13304721030042918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.15060240963855423,1.0,0.4397590361445783,0.951063829787234,0.6656626506024096,0.8276595744680851,0.8373493975903614,0.7063829787234043,1.0,0.6276595744680851,0.6144578313253012,0.5212765957446809,0.7259036144578314,0.33191489361702126,0.7831325301204819,0.22127659574468084,0.8343373493975904,0.12127659574468085,0.4457831325301205,0.4702127659574468,0.5271084337349398,0.24680851063829787,0.5903614457831325,0.1148936170212766,0.6475903614457831,0.0,0.2710843373493976,0.4765957446808511,0.30120481927710846,0.2680851063829787,0.32228915662650603,0.13829787234042554,0.35542168674698793,0.027659574468085105,0.09337349397590361,0.5276595744680851,0.04216867469879518,0.3702127659574468,0.012048192771084338,0.26170212765957446,0.0,0.1574468085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.11490683229813664,1.0,0.40993788819875776,0.9482758620689655,0.6428571428571429,0.8362068965517241,0.8229813664596274,0.7133620689655172,1.0,0.6293103448275862,0.6024844720496895,0.5301724137931034,0.7298136645962733,0.3426724137931034,0.7950310559006211,0.23060344827586207,0.8540372670807453,0.1271551724137931,0.42857142857142855,0.47413793103448276,0.5217391304347826,0.2521551724137931,0.5869565217391305,0.11853448275862069,0.6521739130434783,0.0,0.2515527950310559,0.47629310344827586,0.2888198757763975,0.2672413793103448,0.3198757763975155,0.13577586206896552,0.36335403726708076,0.017241379310344827,0.07453416149068323,0.5258620689655172,0.027950310559006212,0.36637931034482757,0.006211180124223602,0.25646551724137934,0.0,0.14870689655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.01773049645390071,1.0,0.35815602836879434,0.9483471074380165,0.6312056737588653,0.8223140495867769,0.8049645390070922,0.6880165289256198,1.0,0.5950413223140496,0.5638297872340425,0.5206611570247934,0.6595744680851063,0.3409090909090909,0.6985815602836879,0.22933884297520662,0.7304964539007093,0.12190082644628099,0.3900709219858156,0.47520661157024796,0.4929078014184397,0.2665289256198347,0.5531914893617021,0.12603305785123967,0.6028368794326241,0.0,0.20212765957446807,0.4772727272727273,0.2801418439716312,0.27892561983471076,0.33687943262411346,0.15082644628099173,0.3900709219858156,0.0371900826446281,0.0,0.5165289256198347,0.014184397163120567,0.35330578512396693,0.03900709219858156,0.24173553719008264,0.07446808510638298,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0035714285714285713,1.0,0.3678571428571429,0.9473684210526315,0.6392857142857142,0.8117408906882592,0.8071428571428572,0.6761133603238867,1.0,0.5890688259109311,0.5607142857142857,0.5222672064777328,0.6535714285714286,0.3319838056680162,0.6857142857142857,0.2125506072874494,0.7035714285714286,0.10323886639676114,0.38571428571428573,0.4817813765182186,0.4928571428571429,0.26720647773279355,0.55,0.12348178137651822,0.5857142857142857,0.0,0.2,0.4797570850202429,0.2892857142857143,0.2773279352226721,0.34285714285714286,0.14979757085020243,0.3821428571428571,0.04251012145748988,0.0,0.5121457489878543,0.039285714285714285,0.3481781376518219,0.08214285714285714,0.2388663967611336,0.125,0.1417004048582996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,1.0,0.3719298245614035,0.9426229508196722,0.6491228070175439,0.7930327868852459,0.8280701754385965,0.6680327868852459,1.0,0.5881147540983607,0.5824561403508772,0.5102459016393442,0.6596491228070176,0.319672131147541,0.6842105263157895,0.2028688524590164,0.7017543859649122,0.09221311475409837,0.4070175438596491,0.4672131147540984,0.49473684210526314,0.25614754098360654,0.5543859649122806,0.11885245901639344,0.5929824561403508,0.0,0.22456140350877193,0.4651639344262295,0.3017543859649123,0.26024590163934425,0.36140350877192984,0.1290983606557377,0.4070175438596491,0.014344262295081968,0.028070175438596492,0.5020491803278688,0.06666666666666667,0.33401639344262296,0.11228070175438597,0.22540983606557377,0.16140350877192983,0.12295081967213115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,1.0,0.3806228373702422,0.9529652351738241,0.6470588235294118,0.8098159509202454,0.8269896193771626,0.6912065439672802,1.0,0.623721881390593,0.5847750865051903,0.523517382413088,0.6816608996539792,0.3292433537832311,0.7197231833910035,0.2085889570552147,0.7439446366782007,0.09611451942740286,0.42214532871972316,0.48261758691206547,0.5294117647058824,0.2658486707566462,0.5916955017301038,0.12269938650306748,0.6366782006920415,0.0,0.2491349480968858,0.48466257668711654,0.33217993079584773,0.27607361963190186,0.39100346020761245,0.14314928425357873,0.43944636678200694,0.028629856850715747,0.05536332179930796,0.523517382413088,0.10034602076124567,0.3558282208588957,0.1522491349480969,0.2474437627811861,0.20761245674740483,0.147239263803681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,1.0,0.40074906367041196,0.9511201629327902,0.6666666666666666,0.7942973523421588,0.8239700374531835,0.6517311608961304,1.0,0.5621181262729125,0.6367041198501873,0.5295315682281059,0.7415730337078652,0.329938900203666,0.7602996254681648,0.20773930753564154,0.7528089887640449,0.09572301425661914,0.46441947565543074,0.48879837067209775,0.5730337078651685,0.26476578411405294,0.6217228464419475,0.12423625254582485,0.6479400749063671,0.0,0.2846441947565543,0.48879837067209775,0.3782771535580524,0.2769857433808554,0.4344569288389513,0.1446028513238289,0.4681647940074906,0.026476578411405296,0.07865168539325842,0.5254582484725051,0.14606741573033707,0.35845213849287166,0.20599250936329588,0.2525458248472505,0.26591760299625467,0.15478615071283094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,1.0,0.4007936507936508,0.9453441295546559,0.6746031746031746,0.8016194331983806,0.8055555555555556,0.6477732793522267,1.0,0.5465587044534413,0.6626984126984127,0.5303643724696356,0.75,0.33805668016194335,0.7658730158730159,0.22064777327935223,0.7579365079365079,0.10121457489878542,0.4801587301587302,0.49190283400809715,0.5912698412698413,0.2732793522267207,0.6468253968253969,0.13157894736842105,0.6825396825396826,0.0,0.2857142857142857,0.4939271255060729,0.38492063492063494,0.2854251012145749,0.44047619047619047,0.15789473684210525,0.48412698412698413,0.04048582995951417,0.06746031746031746,0.5303643724696356,0.14682539682539683,0.3643724696356275,0.21825396825396826,0.2611336032388664,0.2857142857142857,0.1659919028340081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
