label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
Hello,0.8997821350762527,1.0,0.5969498910675382,0.9517470881863561,0.33986928104575165,0.8153078202995009,0.15904139433551198,0.6871880199667221,0.0,0.5973377703826955,0.4139433551198257,0.5074875207986689,0.2962962962962963,0.3144758735440932,0.2374727668845316,0.19633943427620631,0.19607843137254902,0.08818635607321132,0.5838779956427015,0.45923460898502494,0.48366013071895425,0.2512479201331115,0.42483660130718953,0.11480865224625623,0.3769063180827887,0.0,0.7603485838779956,0.45757071547420963,0.7080610021786492,0.259567387687188,0.6775599128540305,0.13477537437603992,0.6405228758169934,0.026622296173044926,0.9411764705882353,0.4925124792013311,0.9782135076252724,0.33943427620632277,0.9956427015250545,0.23627287853577372,1.0,0.13643926788685523
Hello,0.8342857142857143,1.0,0.5485714285714286,0.9431988041853513,0.3142857142857143,0.8086696562032885,0.14857142857142858,0.6771300448430493,0.0,0.5904334828101644,0.3942857142857143,0.5171898355754858,0.29904761904761906,0.3213751868460389,0.25142857142857145,0.19730941704035873,0.21714285714285714,0.08520179372197309,0.5580952380952381,0.4693572496263079,0.4780952380952381,0.2556053811659193,0.43047619047619046,0.11808669656203288,0.38857142857142857,0.0,0.7295238095238096,0.4693572496263079,0.7028571428571428,0.2705530642750374,0.68,0.14798206278026907,0.6514285714285715,0.04035874439461883,0.9047619047619048,0.5082212257100149,0.96,0.3542600896860987,0.9847619047619047,0.2526158445440957,1.0,0.15396113602391628
Hello,0.8212290502793296,1.0,0.5418994413407822,0.9436416184971098,0.31098696461824954,0.7976878612716763,0.15456238361266295,0.6632947976878613,0.0,0.5765895953757225,0.3891992551210428,0.5187861271676301,0.29608938547486036,0.3208092485549133,0.2532588454376164,0.19797687861271676,0.22532588454376165,0.0838150289017341,0.5586592178770949,0.47398843930635837,0.478584729981378,0.26011560693641617,0.4301675977653631,0.12138728323699421,0.3929236499068901,0.0,0.7318435754189944,0.476878612716763,0.702048417132216,0.2774566473988439,0.6815642458100558,0.1546242774566474,0.6573556797020484,0.044797687861271675,0.9068901303538175,0.5173410404624278,0.9590316573556797,0.36416184971098264,0.9851024208566108,0.2630057803468208,1.0,0.16473988439306358
Hello,0.8176795580110497,1.0,0.5414364640883977,0.9525862068965517,0.31123388581952116,0.8132183908045977,0.15101289134438306,0.6795977011494253,0.0,0.5890804597701149,0.39410681399631675,0.5201149425287356,0.2965009208103131,0.32471264367816094,0.24861878453038674,0.20402298850574713,0.2154696132596685,0.09195402298850575,0.56353591160221,0.47413793103448276,0.48066298342541436,0.2600574712643678,0.430939226519337,0.1206896551724138,0.3885819521178637,0.0,0.7348066298342542,0.47701149425287354,0.7071823204419889,0.2801724137931034,0.6832412523020258,0.15804597701149425,0.6537753222836096,0.04597701149425287,0.9079189686924494,0.5186781609195402,0.9613259668508287,0.3692528735632184,0.9871086556169429,0.27011494252873564,1.0,0.16954022988505746
Hello,0.8233151183970856,1.0,0.5409836065573771,0.9519094766619519,0.30418943533697634,0.8217821782178217,0.14207650273224043,0.6902404526166902,0.0,0.5968882602545968,0.39526411657559196,0.521923620933522,0.29690346083788705,0.32673267326732675,0.24225865209471767,0.2065063649222065,0.2040072859744991,0.09618104667609619,0.5591985428051002,0.4724186704384724,0.4772313296903461,0.25742574257425743,0.4262295081967213,0.1188118811881188,0.3843351548269581,0.0,0.726775956284153,0.471004243281471,0.6994535519125683,0.26732673267326734,0.6830601092896175,0.14285714285714285,0.6575591985428051,0.03536067892503536,0.8979963570127505,0.512022630834512,0.9508196721311475,0.3635077793493635,0.9799635701275046,0.26025459688826025,1.0,0.16407355021216408
Hello,0.8318098720292505,1.0,0.546617915904936,0.9513590844062947,0.31444241316270566,0.8183118741058655,0.15173674588665448,0.6881258941344778,0.0,0.597997138769671,0.40219378427787933,0.5178826895565093,0.3016453382084095,0.32474964234620884,0.2449725776965265,0.20457796852646637,0.20658135283363802,0.0944206008583691,0.5648994515539305,0.46924177396280403,0.48080438756855576,0.25608011444921314,0.42778793418647165,0.11874105865522175,0.3857404021937843,0.0,0.7312614259597806,0.46924177396280403,0.7020109689213894,0.2675250357653791,0.6837294332723949,0.14163090128755365,0.659963436928702,0.032904148783977114,0.903107861060329,0.5092989985693849,0.9542961608775137,0.3605150214592275,0.9835466179159049,0.2575107296137339,1.0,0.15736766809728184
Hello,0.8394833948339483,1.0,0.5553505535055351,0.9555236728837877,0.3173431734317343,0.8163558106169297,0.14944649446494465,0.6872309899569584,0.0,0.6011477761836442,0.4040590405904059,0.5179340028694405,0.3007380073800738,0.32568149210903874,0.24354243542435425,0.2065997130559541,0.2029520295202952,0.0975609756097561,0.5682656826568265,0.46915351506456243,0.4797047970479705,0.25538020086083213,0.4261992619926199,0.11764705882352941,0.38191881918819187,0.0,0.7361623616236163,0.46771879483500717,0.7066420664206642,0.2654232424677188,0.6881918819188192,0.14203730272596843,0.6605166051660517,0.03299856527977044,0.9077490774907749,0.5064562410329986,0.9575645756457565,0.35581061692969873,0.985239852398524,0.25251076040172166,1.0,0.15208034433285508
Hello,0.8566037735849057,1.0,0.5679245283018868,0.9537313432835821,0.32452830188679244,0.8119402985074626,0.15471698113207547,0.682089552238806,0.0,0.5970149253731343,0.41132075471698115,0.5104477611940299,0.30566037735849055,0.3164179104477612,0.2490566037735849,0.19701492537313434,0.20754716981132076,0.0880597014925373,0.5735849056603773,0.4626865671641791,0.4830188679245283,0.25223880597014925,0.42830188679245285,0.11641791044776119,0.38301886792452833,0.0,0.7377358490566037,0.46417910447761196,0.7056603773584905,0.2626865671641791,0.6849056603773584,0.13432835820895522,0.6547169811320754,0.020895522388059702,0.9075471698113208,0.5029850746268657,0.9566037735849057,0.3522388059701492,0.9849056603773585,0.24776119402985075,1.0,0.14626865671641792
Hello,0.8661567877629063,1.0,0.5774378585086042,0.9576399394856279,0.33078393881453155,0.8154311649016641,0.15678776290630975,0.6838124054462935,0.0,0.5975794251134644,0.4149139579349904,0.5143721633888049,0.30592734225621415,0.31921331316187596,0.248565965583174,0.19969742813918306,0.2084130019120459,0.0907715582450832,0.5755258126195029,0.46444780635400906,0.4780114722753346,0.25113464447806355,0.4225621414913958,0.11497730711043873,0.37858508604206503,0.0,0.739961759082218,0.4629349470499244,0.7017208413001912,0.26021180030257185,0.6826003824091779,0.13161875945537066,0.655831739961759,0.018154311649016642,0.9101338432122371,0.5007564296520424,0.9560229445506692,0.3494704992435703,0.982791586998088,0.24508320726172467,1.0,0.1437216338880484
Hello,0.8752436647173489,1.0,0.5847953216374269,0.9614197530864198,0.3333333333333333,0.8148148148148148,0.15594541910331383,0.6790123456790124,0.0,0.5941358024691358,0.4171539961013645,0.5077160493827161,0.3079922027290448,0.3132716049382716,0.253411306042885,0.19598765432098766,0.2124756335282651,0.08796296296296297,0.5789473684210527,0.4567901234567901,0.48148148148148145,0.24537037037037038,0.4269005847953216,0.11265432098765432,0.38011695906432746,0.0,0.7446393762183235,0.4567901234567901,0.7076023391812866,0.25617283950617287,0.6881091617933723,0.12962962962962962,0.6608187134502924,0.018518518518518517,0.9161793372319688,0.49228395061728397,0.9590643274853801,0.3410493827160494,0.98635477582846,0.23765432098765432,1.0,0.13580246913580246
Hello,0.885480572597137,1.0,0.5930470347648262,0.9534510433386838,0.3394683026584867,0.8105939004815409,0.16155419222903886,0.6741573033707865,0.0,0.5922953451043339,0.41513292433537835,0.5056179775280899,0.30265848670756645,0.3146067415730337,0.24539877300613497,0.1958266452648475,0.2065439672801636,0.08828250401284109,0.5787321063394683,0.45425361155698235,0.48261758691206547,0.24719101123595505,0.42535787321063395,0.11556982343499198,0.3783231083844581,0.0,0.7464212678936605,0.45425361155698235,0.7096114519427403,0.2552166934189406,0.6830265848670757,0.13001605136436598,0.6523517382413088,0.019261637239165328,0.918200408997955,0.4911717495987159,0.9631901840490797,0.3402889245585875,0.9877300613496932,0.2375601926163724,1.0,0.13643659711075443
Hello,0.8886597938144329,1.0,0.6,0.9579288025889967,0.33814432989690724,0.8106796116504854,0.15876288659793814,0.6747572815533981,0.0,0.5938511326860841,0.41649484536082476,0.5064724919093851,0.3030927835051546,0.313915857605178,0.24536082474226803,0.19579288025889968,0.20618556701030927,0.0889967637540453,0.5773195876288659,0.4563106796116505,0.48041237113402063,0.2459546925566343,0.4247422680412371,0.11326860841423948,0.37938144329896906,0.0,0.7463917525773196,0.4546925566343042,0.7072164948453609,0.2540453074433657,0.6824742268041237,0.12944983818770225,0.6515463917525773,0.019417475728155338,0.9195876288659793,0.4886731391585761,0.9628865979381444,0.33818770226537215,0.9876288659793815,0.23462783171521034,1.0,0.13268608414239483
Hello,0.9010526315789473,1.0,0.6042105263157894,0.9603960396039604,0.3473684210526316,0.8201320132013201,0.16631578947368422,0.6864686468646864,0.0,0.6023102310231023,0.42105263157894735,0.5082508250825083,0.30526315789473685,0.31518151815181517,0.2505263157894737,0.19471947194719472,0.21263157894736842,0.08250825082508251,0.5852631578947368,0.4570957095709571,0.4842105263157895,0.24917491749174916,0.43157894736842106,0.11551155115511551,0.3873684210526316,0.0,0.7557894736842106,0.45544554455445546,0.7052631578947368,0.25742574257425743,0.6842105263157895,0.132013201320132,0.6547368421052632,0.02145214521452145,0.9347368421052632,0.4900990099009901,0.9705263157894737,0.33828382838283827,0.991578947368421,0.23597359735973597,1.0,0.1353135313531353
Hello,0.8909853249475891,1.0,0.6016771488469602,0.9590834697217676,0.3480083857442348,0.8150572831423896,0.16771488469601678,0.6824877250409165,0.0,0.5973813420621932,0.4171907756813417,0.5090016366612111,0.3060796645702306,0.31751227495908346,0.25366876310272535,0.19967266775777415,0.21593291404612158,0.088379705400982,0.5807127882599581,0.4582651391162029,0.4779874213836478,0.2520458265139116,0.42557651991614254,0.11947626841243862,0.3836477987421384,0.0,0.7526205450733753,0.4582651391162029,0.6981132075471698,0.2635024549918167,0.6792452830188679,0.1407528641571195,0.6561844863731656,0.02618657937806874,0.9308176100628931,0.49427168576104746,0.9643605870020965,0.3469721767594108,0.989517819706499,0.24549918166939444,1.0,0.14238952536824878
Hello,0.8443496801705757,1.0,0.5543710021321961,0.9414634146341463,0.31982942430703626,0.8032520325203252,0.16204690831556504,0.6715447154471544,0.0,0.5902439024390244,0.39019189765458423,0.5089430894308943,0.29850746268656714,0.3105691056910569,0.24946695095948826,0.1886178861788618,0.21108742004264391,0.07804878048780488,0.5607675906183369,0.4634146341463415,0.47761194029850745,0.24878048780487805,0.43070362473347545,0.11544715447154472,0.39232409381663114,0.0,0.7334754797441365,0.46991869918699186,0.6929637526652452,0.27154471544715447,0.673773987206823,0.14959349593495935,0.652452025586354,0.03902439024390244,0.9147121535181236,0.5138211382113821,0.9573560767590619,0.36585365853658536,0.9850746268656716,0.26666666666666666,1.0,0.16747967479674797
Hello,0.8294243070362474,1.0,0.5437100213219617,0.9432739059967585,0.3091684434968017,0.7974068071312804,0.15565031982942432,0.6628849270664505,0.0,0.5705024311183144,0.3880597014925373,0.5024311183144247,0.2921108742004264,0.3095623987034036,0.24733475479744135,0.18962722852512157,0.21535181236673773,0.07941653160453808,0.5543710021321961,0.4586709886547812,0.47334754797441364,0.24635332252836303,0.43070362473347545,0.11345218800648298,0.39658848614072495,0.0,0.7270788912579957,0.4651539708265802,0.6865671641791045,0.27228525121555913,0.6695095948827292,0.15559157212317667,0.650319829424307,0.04700162074554295,0.906183368869936,0.5089141004862237,0.9509594882729211,0.3679092382495948,0.9808102345415778,0.2739059967585089,1.0,0.17828200972447325
